,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,month,year,difference_between_last_purchase_signup,Days since last purchase,purchase_group_by_monthsname
1809,1810,38.0,99000.0,1294.5652165233928,Female,West,8.0,Electronics,8.763581778273489,2022-03-10,2022-11-12,3,2022,247,-1082,2022-11
1810,1811,59.0,53000.0,568.7458167092525,Male,West,9.0,Clothing,61.63800261488341,2022-08-11,2023-07-22,8,2022,345,-830,2023-07
1811,1812,53.0,31200.0,910.3604148237656,Female,West,28.0,Electronics,25.681916580565236,2022-11-18,2023-05-11,11,2022,174,-902,2023-05
1813,1814,55.0,51900.0,362.0583773674956,Female,North,2.0,Clothing,94.1803359600977,2021-05-14,2021-10-27,5,2021,166,-1463,2021-10
1815,1816,34.0,62800.0,1766.3115991784027,Female,West,47.0,Electronics,92.38344364233642,2021-12-31,2023-09-05,12,2021,613,-785,2023-09
1817,1818,42.0,97700.0,400.8457990447519,Male,West,22.0,Health,63.33513372887707,2022-03-01,2023-03-11,3,2022,375,-963,2023-03
1818,1819,55.0,53900.0,1440.3980926446873,Female,East,10.0,Health,89.38899739469642,2022-02-19,2022-06-18,2,2022,119,-1229,2022-06
1820,1821,29.0,115200.0,699.8880233576537,Female,North,7.0,Clothing,61.48986770271042,2022-05-27,2023-07-20,5,2022,419,-832,2023-07
1822,1823,70.0,40600.0,1385.786669679475,Female,East,14.0,Toys,88.2107757188253,2022-01-23,2023-08-24,1,2022,578,-797,2023-08
1824,1825,39.0,27300.0,1271.5978413929895,Female,North,46.0,Health,33.685938217608694,2022-07-18,2023-01-24,7,2022,190,-1009,2023-01
1827,1828,74.0,39500.0,415.2650391666367,Male,West,16.0,Electronics,95.60079245162014,2021-11-02,2023-10-14,11,2021,711,-746,2023-10
1828,1829,48.0,111200.0,1506.0774442324005,Female,East,16.0,Electronics,12.038046466512476,2022-07-11,2023-02-10,7,2022,214,-992,2023-02
1831,1832,57.0,53000.0,1758.397197349325,Male,East,38.0,Toys,29.57719013825927,2022-03-16,2023-06-30,3,2022,471,-852,2023-06
1834,1835,62.0,33100.0,778.1479677937467,Male,North,39.0,Electronics,27.559593477064904,2021-02-02,2022-06-07,2,2021,490,-1240,2022-06
1835,1836,74.0,86300.0,372.21043629430926,Female,West,48.0,Health,69.35264272259883,2022-02-16,2023-08-18,2,2022,548,-803,2023-08
1836,1837,70.0,104500.0,716.4058204643916,Female,East,41.0,Health,42.60361627395617,2022-09-18,2023-06-29,9,2022,284,-853,2023-06
1838,1839,27.0,41700.0,157.22939061582375,Male,South,13.0,Electronics,91.72955966148854,2022-05-23,2023-10-09,5,2022,504,-751,2023-10
1845,1846,75.0,56200.0,1408.2655555339738,Female,East,22.0,Health,31.027783577566023,2021-09-27,2022-01-06,9,2021,101,-1392,2022-01
1846,1847,63.0,61600.0,130.34141168794926,Female,North,37.0,Clothing,64.78087980219112,2021-07-15,2023-09-08,7,2021,785,-782,2023-09
1847,1848,19.0,45700.0,1825.2211397164328,Female,North,49.0,Toys,6.121150698897937,2022-02-17,2022-11-30,2,2022,286,-1064,2022-11
1849,1850,71.0,20200.0,1024.6317348686111,Female,South,19.0,Electronics,13.387296911274516,2021-03-20,2022-10-27,3,2021,586,-1098,2022-10
1851,1852,18.0,55000.0,278.7318082182595,Male,East,29.0,Toys,38.06630043099653,2021-03-24,2023-01-02,3,2021,649,-1031,2023-01
1852,1853,68.0,73400.0,596.178791338033,Female,East,23.0,Electronics,52.757219321945925,2021-05-17,2021-07-11,5,2021,55,-1571,2021-07
1853,1854,70.0,32200.0,1740.5390279413746,Female,North,33.0,Electronics,2.931760877878597,2022-06-23,2023-04-16,6,2022,297,-927,2023-04
1854,1855,53.0,95300.0,1810.816566893738,Male,East,41.0,Toys,5.826431354105233,2022-11-20,2023-12-07,11,2022,382,-692,2023-12
1856,1857,43.0,105100.0,1196.3900551255515,Female,East,5.0,Electronics,76.6770545141332,2021-11-02,2022-12-28,11,2021,421,-1036,2022-12
1858,1859,38.0,54000.0,1245.1190252660604,Male,East,6.0,Toys,73.70186364578602,2022-01-23,2022-11-27,1,2022,308,-1067,2022-11
1861,1862,28.0,61400.0,515.6737294151444,Male,West,49.0,Clothing,18.174758268909365,2022-05-21,2023-12-06,5,2022,564,-693,2023-12
1866,1867,57.0,24200.0,1281.4300599323367,Female,South,37.0,Electronics,80.55734528147534,2022-03-05,2023-02-16,3,2022,348,-986,2023-02
1871,1872,64.0,65900.0,928.2361290217256,Female,West,43.0,Health,81.32531573450204,2021-01-14,2021-09-20,1,2021,249,-1500,2021-09
1872,1873,41.0,99800.0,379.6302153200673,Female,East,8.0,Clothing,65.016918158767,2021-02-23,2023-11-21,2,2021,1001,-708,2023-11
1875,1876,22.0,104900.0,947.2351710836426,Female,East,45.0,Health,32.02586645129828,2022-01-07,2022-04-25,1,2022,108,-1283,2022-04
1876,1877,73.0,105900.0,1709.1937803822684,Male,East,29.0,Electronics,92.42715234919126,2022-05-18,2023-05-17,5,2022,364,-896,2023-05
1878,1879,75.0,76200.0,1866.5523708572143,Female,West,28.0,Electronics,31.803118408646213,2021-04-06,2022-12-09,4,2021,612,-1055,2022-12
1880,1881,64.0,30600.0,776.4666873718928,Male,North,17.0,Toys,27.132304764609174,2021-09-17,2023-11-17,9,2021,791,-712,2023-11
1883,1884,52.0,20400.0,730.3364088021222,Male,South,9.0,Toys,49.17740638486221,2021-05-07,2021-11-27,5,2021,204,-1432,2021-11
1886,1887,34.0,33800.0,871.0924460914476,Male,North,49.0,Electronics,26.18505314084142,2021-09-25,2022-09-05,9,2021,345,-1150,2022-09
1889,1890,62.0,72900.0,1929.6866855472315,Female,West,30.0,Health,30.501864885946816,2021-04-04,2022-04-17,4,2021,378,-1291,2022-04
1895,1896,70.0,36900.0,218.9059483683175,Male,North,26.0,Health,15.697839513065617,2022-01-02,2022-12-03,1,2022,335,-1061,2022-12
1896,1897,26.0,47800.0,1028.1327718139532,Female,North,1.0,Electronics,68.21401728913017,2022-09-12,2023-04-18,9,2022,218,-925,2023-04
1898,1899,57.0,84900.0,825.6588941534432,Male,East,38.0,Health,18.111204951673976,2022-02-14,2023-02-21,2,2022,372,-981,2023-02
1903,1904,60.0,63600.0,1694.3713414163544,Male,East,1.0,Clothing,49.39188341688355,2022-11-03,2023-06-02,11,2022,211,-880,2023-06
1906,1907,42.0,31300.0,429.4593985674053,Female,West,48.0,Toys,0.4360503341518607,2021-09-29,2023-07-25,9,2021,664,-827,2023-07
1911,1912,54.0,57400.0,612.9262933898242,Male,North,25.0,Toys,36.7531947928117,2021-12-11,2022-07-27,12,2021,228,-1190,2022-07
1913,1914,61.0,92900.0,1995.9953620053557,Male,North,12.0,Electronics,74.14517680393581,2021-03-08,2022-11-14,3,2021,616,-1080,2022-11
1915,1916,47.0,107100.0,827.7168803683253,Female,East,25.0,Toys,93.67135596314982,2021-02-12,2023-04-17,2,2021,794,-926,2023-04
1918,1919,29.0,112100.0,1489.2044547219252,Male,East,29.0,Toys,60.97114892418672,2021-08-22,2022-08-28,8,2021,371,-1158,2022-08
1919,1920,36.0,117600.0,82.39582530277895,Male,West,11.0,Toys,59.48770094341834,2021-07-18,2022-04-10,7,2021,266,-1298,2022-04
1920,1921,54.0,36600.0,260.7784135091531,Female,North,4.0,Clothing,51.00983336748071,2022-05-12,2022-11-22,5,2022,194,-1072,2022-11
1921,1922,61.0,87000.0,1273.508550462552,Female,North,14.0,Clothing,0.4353191494264496,2021-02-01,2023-10-08,2,2021,979,-752,2023-10
1922,1923,76.0,39600.0,1800.0674856459782,Female,West,46.0,Electronics,55.52382299059985,2021-09-21,2023-10-11,9,2021,750,-749,2023-10
1923,1924,76.0,30900.0,1255.0125776534394,Female,East,38.0,Health,93.2798056872979,2021-04-23,2021-06-12,4,2021,50,-1600,2021-06
1924,1925,66.0,92600.0,285.3692907516037,Female,North,17.0,Electronics,33.45776891128629,2022-04-04,2022-11-30,4,2022,240,-1064,2022-11
1925,1926,78.0,43700.0,249.2048915677228,Male,South,2.0,Electronics,96.75991933202504,2021-10-03,2021-10-22,10,2021,19,-1468,2021-10
1926,1927,34.0,20900.0,1691.4880737316817,Female,East,8.0,Clothing,35.675667919769424,2021-05-26,2022-08-02,5,2021,433,-1184,2022-08
1927,1928,27.0,51900.0,295.8186306416703,Female,West,36.0,Clothing,13.985450251781783,2021-12-23,2022-12-02,12,2021,344,-1062,2022-12
1928,1929,74.0,105100.0,1050.0592817979702,Male,East,10.0,Health,39.84034149271385,2021-01-06,2021-10-29,1,2021,296,-1461,2021-10
1930,1931,66.0,102000.0,179.7261394345312,Female,South,36.0,Health,62.94644101765912,2022-05-09,2022-10-31,5,2022,175,-1094,2022-10
1931,1932,64.0,106800.0,1351.2495699328724,Female,North,16.0,Toys,50.48781620223341,2021-04-18,2021-07-14,4,2021,87,-1568,2021-07
1933,1934,79.0,97800.0,696.1094250847159,Male,East,16.0,Clothing,2.406703835760537,2021-12-06,2021-12-17,12,2021,11,-1412,2021-12
1936,1937,36.0,110600.0,449.8643943503829,Male,North,4.0,Clothing,98.7088537881449,2021-11-23,2023-06-03,11,2021,557,-879,2023-06
1938,1939,48.0,66200.0,1937.053504908553,Male,West,6.0,Electronics,89.65788488242853,2021-05-23,2023-06-17,5,2021,755,-865,2023-06
1941,1942,40.0,65300.0,382.128245075964,Male,South,1.0,Clothing,24.76173990609444,2022-09-24,2023-01-15,9,2022,113,-1018,2023-01
1942,1943,54.0,95300.0,1143.5375518859946,Female,East,40.0,Electronics,27.2828384914298,2022-11-11,2022-11-29,11,2022,18,-1065,2022-11
1943,1944,71.0,108300.0,766.4752696783144,Male,East,3.0,Health,97.82485938889842,2021-08-05,2023-07-20,8,2021,714,-832,2023-07
1944,1945,33.0,110300.0,1930.5586309736152,Female,South,1.0,Health,67.42915055672371,2022-03-10,2022-10-16,3,2022,220,-1109,2022-10
1945,1946,23.0,43000.0,561.6132174238351,Male,East,1.0,Health,93.1680995620966,2022-12-30,2023-06-21,12,2022,173,-861,2023-06
1950,1951,29.0,114800.0,530.4014066439028,Male,West,32.0,Electronics,66.62630261917867,2021-02-24,2021-10-24,2,2021,242,-1466,2021-10
1952,1953,76.0,74900.0,48.45844451999973,Female,North,48.0,Clothing,40.81251342079371,2022-03-24,2022-09-13,3,2022,173,-1142,2022-09
1953,1954,43.0,118600.0,118.0350068105412,Male,North,22.0,Health,59.26158115981464,2021-02-04,2023-08-31,2,2021,938,-790,2023-08
1954,1955,58.0,75400.0,1206.7300025288894,Male,South,30.0,Electronics,3.592846505585712,2021-04-29,2023-05-31,4,2021,762,-882,2023-05
1957,1958,64.0,115600.0,1808.317567631116,Female,East,23.0,Electronics,49.236772758532986,2022-05-29,2022-11-10,5,2022,165,-1084,2022-11
1959,1960,27.0,46000.0,1639.928250633047,Female,North,25.0,Electronics,20.19051205151908,2022-02-26,2022-04-12,2,2022,45,-1296,2022-04
1960,1961,33.0,82200.0,1341.3170623420328,Male,North,12.0,Toys,79.4343343985438,2022-06-01,2023-11-25,6,2022,542,-704,2023-11
1961,1962,24.0,22000.0,268.65256336611816,Female,West,17.0,Electronics,35.88782880375289,2022-11-17,2023-01-19,11,2022,63,-1014,2023-01
1963,1964,40.0,107800.0,436.1800980633158,Female,West,10.0,Health,99.37148082595792,2022-12-06,2023-01-10,12,2022,35,-1023,2023-01
1964,1965,43.0,48300.0,660.4168530983897,Male,North,35.0,Health,91.6000542595843,2022-10-12,2023-07-20,10,2022,281,-832,2023-07
1965,1966,38.0,79800.0,1642.083739962792,Male,North,29.0,Health,8.487674481614393,2022-09-20,2023-12-28,9,2022,464,-671,2023-12
1966,1967,39.0,65900.0,1082.3207046190275,Female,West,12.0,Clothing,33.31831554960269,2021-02-13,2021-05-11,2,2021,87,-1632,2021-05
1969,1970,31.0,99700.0,1223.4013084416367,Female,East,10.0,Toys,91.11835893074296,2021-09-15,2022-11-18,9,2021,429,-1076,2022-11
1970,1971,32.0,61200.0,185.906125645558,Female,East,18.0,Clothing,57.25531936410988,2022-05-28,2023-04-11,5,2022,318,-932,2023-04
1971,1972,70.0,91300.0,1293.2607672092588,Female,South,47.0,Electronics,48.03975881875302,2022-01-12,2022-10-28,1,2022,289,-1097,2022-10
1973,1974,26.0,96400.0,1178.163170077869,Male,North,49.0,Toys,83.94715423230991,2022-04-15,2023-05-25,4,2022,405,-888,2023-05
1974,1975,68.0,108300.0,547.1383729676443,Male,West,8.0,Electronics,74.51415484204786,2021-04-13,2021-10-12,4,2021,182,-1478,2021-10
1975,1976,65.0,24200.0,82.0584843405561,Male,East,22.0,Health,5.88766030154122,2021-05-29,2023-04-03,5,2021,674,-940,2023-04
1976,1977,25.0,110300.0,256.5087902492858,Male,North,22.0,Clothing,20.941458959528536,2021-03-25,2022-07-18,3,2021,480,-1199,2022-07
1978,1979,76.0,80800.0,1870.1520293481767,Male,West,26.0,Toys,68.44024020646387,2021-06-24,2022-07-01,6,2021,372,-1216,2022-07
1984,1985,69.0,101900.0,1633.730327018773,Female,South,14.0,Toys,71.58195730387541,2021-10-25,2021-11-04,10,2021,10,-1455,2021-11
1985,1986,56.0,88200.0,536.1368123263753,Female,North,33.0,Clothing,73.71069804033034,2021-05-15,2023-12-31,5,2021,960,-668,2023-12
1986,1987,52.0,84700.0,607.8534350507251,Female,East,7.0,Toys,79.39953108692825,2021-02-24,2021-11-03,2,2021,252,-1456,2021-11
1987,1988,35.0,81900.0,21.242482924343214,Male,West,24.0,Electronics,35.657304264406,2021-02-25,2022-07-22,2,2021,512,-1195,2022-07
1989,1990,59.0,47000.0,1836.7388913007628,Male,West,11.0,Electronics,97.84133943229372,2022-08-11,2023-10-27,8,2022,442,-733,2023-10
1992,1993,31.0,39300.0,906.055721605026,Male,North,2.0,Toys,71.63597857109747,2021-12-21,2023-08-16,12,2021,603,-805,2023-08
1993,1994,48.0,101800.0,221.74567286367457,Male,East,15.0,Electronics,90.07947002628694,2021-05-12,2021-08-05,5,2021,85,-1546,2021-08
1996,1997,61.0,23900.0,1922.442245818773,Female,South,28.0,Toys,91.92962153289052,2021-04-20,2023-05-14,4,2021,754,-899,2023-05
1997,1998,77.0,32400.0,1807.6786863956568,Male,North,39.0,Toys,94.62329004445272,2022-08-05,2023-05-24,8,2022,292,-889,2023-05
1999,2000,51.0,65800.0,211.3483566464454,Male,North,4.0,Toys,37.45509634032975,2021-10-23,2022-08-17,10,2021,298,-1169,2022-08
2000,2001,20.0,57000.0,562.8447945911543,Male,North,10.0,Electronics,28.278180560302925,2021-06-28,2022-12-05,6,2021,525,-1059,2022-12
2001,2002,54.0,74400.0,653.7123192328761,Female,West,6.0,Health,49.87515410909684,2021-07-16,2023-07-14,7,2021,728,-838,2023-07
2002,2003,60.0,71800.0,1531.0371143362113,Male,South,30.0,Toys,93.45311515910517,2021-04-11,2022-07-07,4,2021,452,-1210,2022-07
2003,2004,57.0,38700.0,1608.4533748855258,Female,South,46.0,Toys,14.980962742445548,2022-07-27,2023-02-22,7,2022,210,-980,2023-02
2006,2007,40.0,94900.0,108.12789776681925,Male,West,43.0,Toys,34.9119270144252,2022-02-17,2023-09-11,2,2022,571,-779,2023-09
2007,2008,61.0,22700.0,592.4907024691468,Male,North,10.0,Clothing,76.80814070435372,2022-12-19,2023-10-06,12,2022,291,-754,2023-10
2008,2009,56.0,62200.0,913.5446508117273,Female,West,32.0,Clothing,38.9259786241102,2022-07-20,2022-08-10,7,2022,21,-1176,2022-08
2010,2011,73.0,75600.0,917.4695722949424,Male,South,42.0,Health,98.10023499572084,2021-04-14,2023-06-26,4,2021,803,-856,2023-06
2011,2012,66.0,82300.0,1709.2881082704448,Male,West,3.0,Health,38.78220105752783,2021-05-06,2023-08-14,5,2021,830,-807,2023-08
2012,2013,21.0,35500.0,1171.0156190556056,Male,North,26.0,Toys,84.50986545742005,2022-06-30,2023-01-13,6,2022,197,-1020,2023-01
2014,2015,39.0,23000.0,399.5092112839432,Male,East,17.0,Toys,98.38301430112544,2021-09-27,2022-08-11,9,2021,318,-1175,2022-08
2016,2017,30.0,21900.0,735.7445566471879,Male,South,18.0,Toys,48.576112054915,2021-04-28,2022-04-08,4,2021,345,-1300,2022-04
2017,2018,35.0,113100.0,730.2794987012755,Male,South,19.0,Electronics,30.340156164300204,2021-04-02,2021-04-04,4,2021,2,-1669,2021-04
2020,2021,62.0,61300.0,1597.7859091468583,Female,East,5.0,Clothing,20.051859006430877,2021-03-28,2022-04-14,3,2021,382,-1294,2022-04
2022,2023,61.0,80300.0,1614.8232404203618,Male,North,27.0,Toys,53.63085347542523,2021-05-04,2023-05-18,5,2021,744,-895,2023-05
2024,2025,19.0,98900.0,129.757318103643,Male,North,30.0,Toys,81.0582433810541,2021-02-01,2023-12-04,2,2021,1036,-695,2023-12
2025,2026,72.0,102800.0,1117.2915489894865,Female,East,15.0,Toys,32.24711128461346,2021-12-23,2023-08-13,12,2021,598,-808,2023-08
2032,2033,30.0,33000.0,1064.9688893661662,Male,West,41.0,Health,88.94114309537065,2021-04-10,2022-05-15,4,2021,400,-1263,2022-05
2033,2034,30.0,44400.0,1123.733114983928,Female,East,32.0,Electronics,91.36080238811446,2021-09-01,2023-04-08,9,2021,584,-935,2023-04
2034,2035,35.0,51000.0,1957.0949992009505,Male,West,4.0,Toys,46.07004381371572,2021-02-27,2021-07-08,2,2021,131,-1574,2021-07
2035,2036,49.0,94000.0,1550.8720296589786,Male,East,5.0,Health,80.67817123525782,2021-12-23,2022-04-05,12,2021,103,-1303,2022-04
2037,2038,52.0,102300.0,1561.288245427172,Female,North,22.0,Health,85.82645485117469,2021-11-16,2021-12-17,11,2021,31,-1412,2021-12
2038,2039,76.0,104100.0,357.6653368184872,Male,South,42.0,Toys,82.46818841667168,2021-01-19,2022-08-04,1,2021,562,-1182,2022-08
2041,2042,69.0,71000.0,1385.374469755795,Male,South,46.0,Health,63.999890359674815,2021-05-16,2022-09-12,5,2021,484,-1143,2022-09
2042,2043,46.0,27700.0,1757.0732776622106,Male,South,30.0,Health,0.085729068821605,2021-10-23,2023-11-11,10,2021,749,-718,2023-11
2044,2045,66.0,114600.0,182.38126759221151,Male,East,16.0,Toys,40.65675749007108,2021-04-11,2023-08-02,4,2021,843,-819,2023-08
2046,2047,79.0,114900.0,1351.276478705745,Male,East,5.0,Health,19.480407979302093,2021-06-04,2022-04-28,6,2021,328,-1280,2022-04
2048,2049,61.0,22500.0,570.6620917565308,Female,South,23.0,Clothing,81.0619866279359,2022-08-23,2023-05-09,8,2022,259,-904,2023-05
2049,2050,74.0,110100.0,385.1816773568446,Male,North,10.0,Clothing,58.58923457197282,2021-04-15,2023-07-31,4,2021,837,-821,2023-07
2052,2053,61.0,86400.0,1467.4004912961766,Female,West,15.0,Clothing,23.765781152713807,2021-05-08,2021-12-12,5,2021,218,-1417,2021-12
2053,2054,64.0,64900.0,171.71235594456138,Female,South,18.0,Toys,43.581284110915405,2022-02-05,2022-06-25,2,2022,140,-1222,2022-06
2057,2058,42.0,24100.0,586.458045621896,Female,South,21.0,Toys,94.24999298728906,2022-07-04,2023-03-30,7,2022,269,-944,2023-03
2058,2059,56.0,30500.0,1451.0819785013753,Male,North,2.0,Toys,98.45374591343786,2021-05-04,2023-11-26,5,2021,936,-703,2023-11
2060,2061,22.0,113900.0,1835.8120233502304,Female,South,8.0,Electronics,33.51934351720487,2021-03-05,2021-12-17,3,2021,287,-1412,2021-12
2062,2063,47.0,110500.0,935.9684004488172,Female,West,32.0,Electronics,83.4228823368969,2021-04-12,2021-11-30,4,2021,232,-1429,2021-11
2064,2065,20.0,21200.0,1372.9861980029052,Female,South,4.0,Health,62.12617559255493,2021-10-04,2022-10-29,10,2021,390,-1096,2022-10
2065,2066,62.0,83000.0,383.4569461495271,Male,East,30.0,Health,53.991086573500624,2021-08-15,2021-10-23,8,2021,69,-1467,2021-10
2066,2067,31.0,115700.0,1645.4200429537404,Female,East,19.0,Clothing,71.02535838407161,2021-01-23,2021-02-14,1,2021,22,-1718,2021-02
2068,2069,47.0,80200.0,394.1916067429268,Female,South,18.0,Toys,13.74933545300323,2021-03-05,2021-06-24,3,2021,111,-1588,2021-06
2069,2070,67.0,108100.0,577.958753785055,Female,West,29.0,Toys,1.762000272971398,2021-06-06,2023-10-01,6,2021,847,-759,2023-10
2071,2072,35.0,25100.0,1048.029809714851,Female,North,33.0,Toys,90.78344287914372,2021-05-29,2021-12-07,5,2021,192,-1422,2021-12
2073,2074,54.0,30500.0,264.6616450551208,Female,North,18.0,Health,19.595682113562308,2022-11-12,2023-01-28,11,2022,77,-1005,2023-01
2074,2075,42.0,93800.0,264.9078842152462,Male,West,44.0,Health,92.60427462471073,2022-04-09,2022-07-04,4,2022,86,-1213,2022-07
2078,2079,63.0,103200.0,88.60840543175381,Female,West,1.0,Toys,70.09093819546891,2021-05-12,2022-04-24,5,2021,347,-1284,2022-04
2079,2080,32.0,106400.0,271.90527613528127,Male,South,39.0,Toys,42.20686381374128,2021-07-16,2022-03-10,7,2021,237,-1329,2022-03
2081,2082,32.0,32700.0,997.2164459871168,Male,South,39.0,Toys,74.14399520442691,2021-02-04,2022-11-24,2,2021,658,-1070,2022-11
2082,2083,66.0,54400.0,918.074163038046,Male,East,19.0,Electronics,4.006056326058294,2022-02-24,2023-09-18,2,2022,571,-772,2023-09
2083,2084,74.0,78700.0,95.33737305398002,Female,East,31.0,Health,67.62468120618401,2022-01-12,2023-07-11,1,2022,545,-841,2023-07
2086,2087,29.0,46200.0,420.1202534513112,Male,East,5.0,Health,96.66226101597636,2022-11-28,2023-03-12,11,2022,104,-962,2023-03
2089,2090,54.0,25300.0,1677.5806891061509,Female,West,1.0,Clothing,14.135737488837874,2021-12-08,2022-06-17,12,2021,191,-1230,2022-06
2090,2091,78.0,27700.0,1733.2832272180283,Female,South,33.0,Health,6.645652595713402,2022-02-20,2022-08-15,2,2022,176,-1171,2022-08
2091,2092,54.0,63400.0,1213.63583318336,Male,South,33.0,Toys,43.27798722589024,2022-04-01,2023-04-19,4,2022,383,-924,2023-04
2092,2093,60.0,35000.0,1460.5221259156824,Female,North,32.0,Electronics,68.98820108350104,2021-10-24,2022-07-03,10,2021,252,-1214,2022-07
2093,2094,77.0,96200.0,248.0084590576833,Male,East,28.0,Electronics,56.77611222977269,2021-11-27,2023-11-04,11,2021,707,-725,2023-11
2095,2096,56.0,117100.0,1340.59209290462,Male,West,41.0,Clothing,81.8112546774591,2022-11-11,2023-05-26,11,2022,196,-887,2023-05
2096,2097,73.0,21100.0,417.4114289693086,Male,North,12.0,Toys,79.4427472183747,2021-12-05,2022-11-09,12,2021,339,-1085,2022-11
2097,2098,63.0,30200.0,1762.7063711623127,Male,West,9.0,Clothing,73.19420550777613,2021-10-25,2022-10-24,10,2021,364,-1101,2022-10
2098,2099,41.0,102600.0,406.0935402916192,Male,West,11.0,Clothing,7.7032248153761085,2022-11-08,2022-11-15,11,2022,7,-1079,2022-11
2099,2100,28.0,116100.0,640.6851724959719,Male,South,33.0,Health,79.64696278956436,2021-11-08,2021-12-02,11,2021,24,-1427,2021-12
2101,2102,30.0,110700.0,1283.933128958847,Male,East,42.0,Health,5.944208829091647,2021-02-24,2023-05-21,2,2021,816,-892,2023-05
2104,2105,24.0,109200.0,1701.9395712585394,Male,East,31.0,Health,59.92388584682836,2021-04-15,2022-10-05,4,2021,538,-1120,2022-10
2106,2107,21.0,49100.0,953.2171523280354,Female,East,19.0,Toys,17.744614746874355,2021-10-21,2023-08-26,10,2021,674,-795,2023-08
2109,2110,37.0,102300.0,253.65193270636223,Male,South,10.0,Electronics,12.744305557012304,2022-03-26,2022-06-05,3,2022,71,-1242,2022-06
2113,2114,68.0,111900.0,819.1792726343963,Male,South,30.0,Electronics,97.36483661436228,2022-01-25,2023-09-25,1,2022,608,-765,2023-09
2114,2115,62.0,112800.0,1987.284782182053,Male,North,11.0,Electronics,46.95770484256961,2021-07-31,2022-05-12,7,2021,285,-1266,2022-05
2120,2121,43.0,24500.0,1366.343985976965,Male,North,15.0,Health,11.162680851354068,2022-12-22,2023-02-18,12,2022,58,-984,2023-02
2123,2124,75.0,104000.0,1991.3257380529592,Female,West,33.0,Clothing,35.49232709728912,2021-05-21,2022-04-14,5,2021,328,-1294,2022-04
2125,2126,73.0,63500.0,997.0903961842978,Female,North,41.0,Clothing,81.89633680274763,2021-06-02,2022-06-16,6,2021,379,-1231,2022-06
2126,2127,23.0,113900.0,1847.884497466144,Female,North,45.0,Clothing,36.31033206095512,2022-12-27,2023-09-15,12,2022,262,-775,2023-09
2127,2128,22.0,58600.0,51.386647619115074,Male,North,40.0,Toys,19.43209733839072,2021-11-04,2022-07-16,11,2021,254,-1201,2022-07
2129,2130,71.0,111500.0,1779.7181032913495,Male,North,21.0,Health,21.455420764279097,2021-11-13,2022-01-04,11,2021,52,-1394,2022-01
2131,2132,40.0,93300.0,911.1270574232012,Male,West,35.0,Toys,66.82893861376992,2021-10-23,2021-12-10,10,2021,48,-1419,2021-12
2136,2137,75.0,27400.0,930.7637059626396,Male,West,16.0,Electronics,22.808776834724263,2021-07-27,2023-12-17,7,2021,873,-682,2023-12
2137,2138,66.0,99100.0,573.0921808475878,Female,West,31.0,Electronics,2.390535249779624,2022-07-06,2022-11-17,7,2022,134,-1077,2022-11
2147,2148,20.0,88900.0,1008.2351430530608,Male,South,42.0,Electronics,14.703000921514608,2021-04-16,2022-03-10,4,2021,328,-1329,2022-03
2149,2150,52.0,45400.0,791.2417313719092,Male,North,6.0,Electronics,22.437833393018547,2021-12-25,2023-10-21,12,2021,665,-739,2023-10
2151,2152,30.0,33300.0,51.0778930806337,Male,South,24.0,Electronics,98.33675603649452,2022-09-10,2023-06-03,9,2022,266,-879,2023-06
2152,2153,73.0,96800.0,732.9972689485843,Female,West,49.0,Electronics,2.549138902976744,2022-01-30,2023-02-17,1,2022,383,-985,2023-02
2153,2154,78.0,116000.0,197.8478162626974,Male,East,28.0,Electronics,69.0020137315282,2021-02-04,2022-05-07,2,2021,457,-1271,2022-05
2155,2156,42.0,87200.0,203.182909942527,Male,South,1.0,Electronics,6.6408643869294455,2021-09-30,2023-03-24,9,2021,540,-950,2023-03
2159,2160,54.0,45500.0,24.324602857352566,Male,East,48.0,Toys,99.4543892090604,2022-09-13,2023-06-27,9,2022,287,-855,2023-06
2160,2161,51.0,55600.0,1284.5718195184024,Female,West,8.0,Electronics,44.237716763021226,2021-11-02,2022-12-16,11,2021,409,-1048,2022-12
2161,2162,28.0,38500.0,299.6625220925835,Male,North,1.0,Clothing,18.75977517713744,2022-09-18,2023-08-02,9,2022,318,-819,2023-08
2163,2164,73.0,51200.0,205.39312880058588,Female,South,43.0,Clothing,92.64922163672986,2022-04-07,2022-06-30,4,2022,84,-1217,2022-06
2166,2167,45.0,67500.0,22.510792292670686,Male,North,10.0,Electronics,33.469969451916846,2021-07-28,2021-09-16,7,2021,50,-1504,2021-09
2168,2169,26.0,36000.0,1052.9893667064982,Male,South,41.0,Health,20.12993485600898,2022-06-23,2023-04-05,6,2022,286,-938,2023-04
2172,2173,29.0,22200.0,977.707829830652,Male,West,40.0,Toys,82.82830451682473,2021-05-28,2023-06-18,5,2021,751,-864,2023-06
2174,2175,26.0,55100.0,1582.111345391155,Male,North,5.0,Electronics,68.38230274535032,2021-03-24,2023-03-09,3,2021,715,-965,2023-03
2181,2182,51.0,34400.0,550.5266452115587,Male,South,36.0,Clothing,42.51028007285617,2021-07-07,2022-09-28,7,2021,448,-1127,2022-09
2185,2186,55.0,22600.0,1565.5339971254612,Female,South,5.0,Clothing,56.125382079450105,2022-05-22,2023-08-17,5,2022,452,-804,2023-08
